Id, Name, Gender, Grade_math, Grade_cs
19912,mf,F,13.0,1.9
19913,en,M,12.8,9.8
19914,ki,F,0.6,0.3
19915,ih,F,16.9,9.0
19916,bg,F,9.8,4.7
19917,jg,M,42.8,33.5
19918,ie,M,4.1,2.4
19919,gj,M,0.9,27.0
19920,an,F,0.1,0.0
19921,bc,M,26.4,2.8
19922,le,F,3.9,0.8
19923,ij,F,1.8,1.1
19924,mc,M,2.7,91.0
19925,lg,F,32.4,9.4
19926,jc,M,97.40708,1.0337517
19927,me,F,3.3,0.4
19928,dk,M,32.6,51.9
19929,ki,F,30.9,16.8
19930,hh,F,37.2,19.4
19931,ie,F,18.2,12.9
19932,el,F,13.3,5.5
19933,je,M,75.0,8.6
19934,fh,F,39.3,14.4
19935,bh,M,25.3,78.35083
19936,dc,F,20.1,12.5
19937,cb,F,0.0,0.0
19938,ad,F,30.0,14.5
19939,ma,M,40.5,10.3
19940,ff,F,8.2,6.5
19941,mc,F,17.0,3.4
19942,hi,M,44.1,30.8
19943,ch,M,20.0,64.9
19944,de,M,19.1,73.3
19945,bk,F,32.6,12.9
19946,nb,M,4.0,45.0
19947,ce,F,22.3,9.0
19948,mk,M,7.131897,70.54323
19949,mm,M,38.98579,55.8
19950,ha,M,90.4,89.0
19951,bl,F,52.8,26.5
19952,bk,F,20.0,16.0
19953,ia,F,19.5,9.6
19954,lc,M,12.2,23.2
19955,cc,F,4.8,1.8
19956,cm,M,56.0,60.1
19957,ge,F,17.6,6.6
19958,bg,M,95.6,64.3
19959,mb,M,0.8,57.9
19960,jh,M,98.8,56.8
19961,kh,F,6.5,1.9
19962,mn,M,29.5,69.3
19963,an,F,18.5,7.5
19964,la,F,17.1,13.0
19965,ck,M,33.666763,64.65521
19966,jh,F,9.4,0.4
19967,lj,M,14.3,2.8
19968,kc,F,7.8,2.5
19969,ae,M,56.2,13.970642
19970,gb,M,54.9,13.254297
19971,nl,F,59.9,51.0
19972,mm,M,4.1,50.287514
19973,cc,F,15.2,6.4
19974,gl,F,2.1,0.0
19975,ja,M,10.0,59.8
19976,df,M,4.0,86.6
19977,hm,M,17.6,4.4
19978,ih,M,16.3,95.7
19979,gm,F,30.2,4.0
19980,de,F,0.1,0.0
19981,jn,M,38.480896,55.9
19982,ld,M,39.02512,75.1
19983,bd,M,97.9,21.129744
19984,ed,M,28.5,52.7
19985,cc,M,33.1,5.2
19986,ei,M,96.4,51.4
19987,dc,F,29.1,17.3
19988,hm,M,31.2,14.4
19989,ba,F,9.6,1.1
19990,fc,F,34.2,28.3
19991,jb,M,65.6,45.82467
19992,cg,F,29.2,22.4
19993,hg,M,5.6,40.7
19994,ca,F,36.3,14.4
19995,ae,F,32.6,13.9
19996,ek,F,26.4,1.1
19997,kg,F,4.0,2.2
19998,cd,M,61.8,9.004055
19999,ib,F,21.9,21.3
20000,ff,M,30.7,59.3
20001,kb,F,2.1,1.5
20002,ci,F,29.7,29.7
20003,al,M,67.2,40.2
20004,gf,M,87.4,78.2
20005,bj,F,2.3,0.1
20006,ae,F,2.3,2.1
20007,km,M,21.8,37.4
20008,eh,M,55.9,8.4
20009,ii,M,38.34991,25.3
20010,jl,F,16.1,5.6
20011,if,M,24.084797,53.6
20012,dl,F,14.7,8.7
20013,hc,M,26.8,11.1
20014,ng,M,90.2,29.6
20015,kn,M,2.8,65.5
20016,gd,M,96.0,13.649272
20017,df,F,27.967545,73.4
20018,dm,M,4.4,41.2
20019,mh,F,23.6,6.1
20020,nj,F,32.0,14.1
20021,lc,M,86.2,95.609215
20022,hk,F,12.7,0.6
20023,jj,F,1.2,0.6
20024,gh,M,5.3,56.3
20025,fh,M,2.0,64.3
20026,lf,F,14.8,7.1
20027,bh,M,28.7,28.687616
20028,jb,M,80.1,96.9
20029,cg,M,98.5,72.6
20030,bl,F,14.8,3.8
20031,cc,F,5.3,4.3
20032,ii,M,10.9,39.8
20033,dn,M,38.2,41.3
20034,lm,M,18.06283,59.0
20035,gi,F,13.1,2.5
20036,al,M,22.1,63.178974
20037,kh,M,15.2,19.4
20038,dj,F,3.1,0.9
20039,fn,F,52.6,32.7
20040,ln,M,63.8,15.1
20041,ll,M,11.2,50.6
20042,hc,F,4.3,0.3
20043,na,F,48.5,4.6
20044,jh,F,31.3,11.8
20045,ea,M,7.0,91.2
20046,nl,F,2.4,2.3
20047,ma,F,9.4,1.5
20048,gc,M,25.860277,29.3
20049,db,F,3.4,2.0
20050,im,M,20.4,4.8
20051,hh,F,0.5,0.2
20052,hf,M,17.8,40.2
20053,lg,F,27.5,13.5
20054,ae,F,16.5,5.5
20055,ad,M,42.7,30.21058
20056,cf,M,8.1,13.1
20057,ak,F,6.8,0.1
20058,lb,M,10.4,80.8
20059,ca,F,14.2,0.9
20060,ic,M,53.1,81.4
20061,gh,F,24.9,14.2
20062,gc,M,45.8,60.9
20063,jm,M,63.4,45.1
20064,fi,M,16.6,60.8
20065,ka,F,15.7,6.7
20066,hh,F,2.5,0.8
20067,jk,M,26.3,22.1
20068,lj,F,4.7,1.0
20069,dc,F,4.4,3.1
20070,kj,M,28.241642,60.47457
20071,db,F,23.4,4.4
20072,in,F,14.1,12.2
20073,bj,F,14.8,3.7
20074,ak,F,44.0,5.9
20075,ii,M,55.6,23.7
20076,mb,M,43.1,34.1
20077,lc,F,75.9,53.9
20078,kk,M,67.387665,87.6
20079,fk,F,34.6,0.9
20080,en,M,21.9,65.9
20081,ei,F,44.9,8.7
20082,ec,F,63.469265,59.0
20083,ib,M,14.5,5.9
20084,gk,M,37.4,0.9
20085,in,M,63.6,8.638642
20086,gk,M,15.0,21.0
20087,gf,F,7.3,1.4
20088,gj,F,24.0,12.6
20089,bb,M,21.9,2.7
20090,kg,F,0.4,0.1
20091,em,M,51.6,86.8
20092,fe,F,11.8,8.4
20093,dh,M,13.9,40.8
20094,gm,F,64.5,36.9
20095,nd,F,42.8,12.7
20096,mj,M,12.0,40.3
20097,ne,M,21.7,8.9
20098,cd,M,32.0,70.7
20099,in,F,62.6,54.8
20100,nb,F,5.1,1.6
20101,nd,F,69.7,26.1
20102,jd,M,52.6,21.4
20103,ec,F,59.4,21.5
20104,lc,F,12.0,6.4
20105,hc,F,9.3,3.9
20106,if,M,0.10548358,4.4
20107,af,F,9.7,6.0
20108,nj,M,8.8,8.6
20109,li,M,33.7,4.9
20110,gk,M,10.2,14.5
20111,lh,F,1.9,1.3
20112,ce,F,24.5,6.5
20113,jh,M,6.9,33.8
20114,jb,M,16.0,32.5
20115,ic,M,19.4,33.0
20116,gg,M,10.020747,87.2
20117,jk,M,24.0,53.3
20118,he,M,53.7,14.9
20119,bm,M,1.9,70.3
20120,bk,M,49.08662,4.4
20121,hk,F,8.7,4.0
20122,kn,F,19.3,1.5
20123,hb,F,1.9,1.1
20124,em,F,12.2,6.4
20125,ni,M,8.1,18.252394
20126,da,M,41.7,58.2
20127,ln,M,33.7,55.2
20128,gh,M,7.0,23.497223
20129,na,F,11.9,2.9
20130,dm,F,52.8,43.5
20131,jl,M,23.9,78.2
20132,dk,F,2.2,1.5
20133,ka,M,58.35324,75.2
20134,nf,F,53.7,32.1
20135,hc,F,7.5,5.0
20136,il,F,3.2,0.1
20137,fd,F,3.6,3.1
20138,mm,F,10.3,3.4
20139,jd,F,28.5,9.5
20140,im,M,32.4,7.5
20141,kg,F,37.5,18.5
20142,ce,F,14.5,11.3
20143,mf,M,4.3,40.4
20144,bb,M,20.5,61.9
20145,ke,M,28.9,99.6
20146,dc,F,20.9,6.3
20147,am,F,82.9,32.7
20148,lm,M,35.5,44.8
20149,mi,F,2.4,1.2
20150,fe,F,34.3,20.8
20151,db,F,7.3,5.8
20152,ff,M,29.8,37.6
20153,an,F,18.9,10.3
20154,ef,M,52.59598,54.202995
20155,jf,F,55.4,29.8
20156,kl,F,31.7,25.5
20157,fn,M,64.8,16.8
20158,gk,M,19.0,71.1
20159,ig,F,54.5,20.4
20160,bc,M,28.0,80.2
20161,ad,F,90.9,6.7
20162,cb,F,21.3,10.5
20163,bb,F,3.2,0.9
20164,lk,F,72.0,28.8
20165,hf,M,79.2,43.169098
20166,en,F,4.7,0.1
20167,ej,M,0.8,19.5
20168,hj,M,92.6,80.48065
20169,gh,F,26.2,10.1
20170,dm,M,84.3,1.6
20171,kh,F,1.7,0.2
20172,ce,F,7.8,4.3
20173,lm,M,39.9,21.851809
20174,di,M,3.7,19.9
20175,me,F,46.0,1.7
20176,gi,F,0.2,0.0
20177,an,F,85.2,81.0
20178,lc,M,82.0,17.922737
20179,gd,M,7.0,77.3
20180,ii,F,19.1,14.8
20181,mb,F,67.0,54.3
20182,kc,M,6.6,87.5
20183,lc,M,97.15584,96.7
20184,ch,F,2.7,1.0
20185,ef,F,3.5,2.9
20186,hn,M,2.8,25.5
20187,gl,M,29.7,84.6
20188,hj,M,19.9,73.2
20189,ga,M,93.2,79.3
20190,jn,F,19.8,7.8
20191,ag,M,8.6,63.7
20192,hb,M,13.6,66.9
20193,nc,F,0.4,0.2
20194,mb,F,0.2,0.1
20195,ei,M,41.4,67.9
20196,jm,M,1.7,46.6
20197,ea,M,28.2,73.686134
20198,kh,F,2.6,2.0
20199,if,F,16.8,6.8
20200,ng,M,3.1,29.9
20201,ie,F,13.5,3.9
20202,na,F,5.5,4.2
20203,lf,M,60.895138,13.6
20204,fe,F,53.0,38.1
20205,lg,F,2.4,2.2
20206,kl,M,66.0,22.571487
20207,jk,F,3.2,1.9
20208,ff,F,20.2,1.6
20209,cc,F,7.4,2.9
20210,kn,F,5.2,0.8
20211,gn,M,2.1,3.4
20212,gj,F,10.6,8.1
20213,lf,M,92.8,61.0
20214,ke,M,52.6,58.9
20215,ca,M,26.6,30.1
20216,fd,F,20.8,17.8
20217,ka,M,19.3,74.3
20218,gd,M,15.2,51.3
20219,ai,M,22.5,89.9
20220,ff,M,27.2,56.6
20221,ag,M,12.7,14.073107
20222,md,M,12.1735525,19.6
20223,ld,F,15.0,11.1
20224,ni,F,0.2,0.2
20225,im,M,76.1,24.5
20226,dk,F,23.1,17.9
20227,ea,F,19.6,2.1
20228,aa,F,40.9,23.8
20229,nj,F,25.4,12.6
20230,kd,F,35.9,9.8
20231,fn,F,7.8,1.4
20232,jb,F,1.8,1.2
20233,cg,M,72.4,34.2
20234,la,M,5.6,64.2
20235,dn,M,8.1,82.3
20236,ll,F,57.9,13.1
20237,hc,M,1.3,22.8
20238,bj,F,29.0,20.6
20239,ag,M,88.036934,0.35455728
20240,ml,F,36.3,18.4
20241,ba,M,58.7,72.0
20242,nl,M,0.0,56.157547
20243,dl,M,5.0,35.0
20244,jl,F,29.8,9.7
20245,bi,F,13.4,5.1
20246,nc,M,12.2,69.4
20247,bh,M,0.1,52.8
20248,em,F,20.0,14.9
20249,af,F,2.2,0.3
20250,ma,F,13.3,7.8
20251,ej,F,2.3,0.1
20252,eb,M,46.3,14.7
20253,fg,F,37.0,23.8
20254,nc,M,3.5,29.4
20255,ac,F,5.1,1.6
20256,nb,F,11.0,6.7
20257,nf,M,80.1,2.3
20258,ha,M,9.1,26.2
20259,ai,F,58.0,6.9
20260,en,M,70.73584,70.453354
20261,ki,M,31.394266,99.6
20262,fe,M,6.4,17.7
20263,hi,F,3.8,3.1
20264,cb,M,0.3,11.2
20265,ff,M,0.04643021,19.4
20266,be,F,16.8,0.9
20267,fd,M,0.5,17.3
20268,jf,F,64.9,39.3
20269,ib,M,37.0,8.9
20270,cm,F,21.1,8.2
20271,mj,M,14.4,15.6
20272,df,F,62.9,48.5
20273,ki,F,17.2,5.7
20274,ml,F,2.9,1.6
20275,md,F,8.6,8.1
20276,hm,F,51.0,17.8
20277,ee,F,16.3,0.9
20278,ai,F,69.4,52.1
20279,fg,F,41.1,32.0
20280,bg,F,9.6,1.3
20281,hb,M,9.0,15.8
20282,nl,F,0.5,0.2
20283,lk,F,2.1,1.3
20284,bd,M,77.6,0.0
20285,bc,F,14.5,6.6
20286,dn,F,2.9,2.1
20287,cb,F,1.6,1.1
20288,fk,F,16.4,8.2
20289,ma,F,20.1,18.7
20290,he,M,9.1,22.7
20291,cm,F,3.4,0.8
20292,ih,F,59.7,15.7
20293,ej,F,33.5,13.9
20294,dc,F,8.9,4.8
20295,cc,F,6.5,4.4
20296,ji,M,15.3,46.6
20297,ne,F,36.3,0.3
20298,cl,M,19.019138,33.675213
20299,ak,F,28.5,4.3
20300,ab,F,48.9,4.1
20301,ha,M,22.4,37.0
20302,gg,M,24.9,36.5
20303,ak,F,11.1,3.2
20304,dm,M,23.0,65.1
20305,nf,F,3.2,2.4
20306,nb,F,26.9,12.4
20307,jg,F,19.2,13.8
20308,le,F,12.3,9.9
20309,mk,F,64.2,16.0
20310,ja,M,53.7,13.2
20311,cm,M,55.0,99.8
20312,ki,F,0.4,0.1
20313,ac,F,67.9,23.4
20314,fc,M,62.5,51.9
20315,bd,M,17.8,52.76731
20316,gb,F,26.5,3.9
20317,ma,F,20.0,3.5
20318,nl,F,70.5,61.6
20319,hm,F,8.8,3.3
20320,kh,F,10.4,4.8
20321,hb,M,15.9,70.0
20322,in,F,12.9,7.7
20323,hb,M,23.965157,42.9
20324,mi,M,6.6,67.1
20325,df,F,35.4,5.9
20326,ea,F,6.4,2.6
20327,mh,F,6.3,3.3
20328,bj,F,11.3,5.4
20329,en,M,52.4,89.7
20330,ld,F,20.1,5.3
20331,li,M,53.3,26.4
20332,fh,M,47.7,18.7
20333,nn,F,0.6,0.4
20334,cg,M,55.2,46.3
20335,cm,F,0.4,0.1
20336,hm,M,8.1,80.0
20337,mc,M,75.6,64.3
20338,fh,F,11.7,3.5
20339,kc,M,80.4,28.2
20340,nf,M,26.2,5.2
20341,en,F,2.1,0.4
20342,ne,F,15.8,5.1
20343,gn,F,64.8,30.1
20344,id,F,6.4,4.3
20345,id,F,0.8,0.6
20346,nh,M,66.2,43.18646
20347,ke,M,31.7,26.272566
20348,kh,M,34.3,35.991917
20349,eg,F,8.8,1.1
20350,hc,F,73.4,29.8
20351,le,F,64.5,14.9
20352,eh,F,36.4,7.9
20353,ic,F,18.2,8.3
20354,de,M,12.9,36.5
20355,fe,F,8.5,0.7
20356,ec,M,21.1,42.6
20357,kg,M,4.4,46.7
20358,mb,M,90.0992,74.89611
20359,fg,F,3.2,0.8
20360,kj,M,26.6,10.4
20361,ff,F,2.1,1.2
20362,ai,M,81.6,77.8
20363,lf,M,52.14692,86.5
20364,kj,F,9.6,6.1
20365,ci,M,25.4,29.0
20366,dm,M,4.9,53.6
20367,bi,M,36.4,19.622105
20368,dg,M,38.2,99.5
20369,em,M,5.8,5.5
20370,ii,M,76.0,42.8
20371,ne,M,74.7,38.1
20372,fn,F,31.1,24.5
20373,ha,M,36.6,86.7
20374,fi,M,35.7,45.0
20375,da,F,9.2,7.6
20376,gb,M,12.3,15.9224615
20377,hg,M,5.0,50.0
20378,ea,M,98.1,90.46036
20379,jd,F,20.7,17.7
20380,nh,F,4.2,1.9
20381,lk,M,20.2,42.2
20382,bf,M,54.5,68.4
20383,nb,M,3.1,94.3
20384,mc,M,96.9,21.9
20385,ij,M,0.6,98.6
20386,bb,M,87.0,10.4
20387,nm,M,72.0,97.63854
20388,ma,M,35.5,68.4
20389,ln,F,23.8,20.1
20390,em,M,45.7,74.879196
20391,ie,M,31.2,5.9
20392,ak,M,20.1,48.5
20393,gi,M,35.9,4.7
20394,gh,M,51.3,69.6
20395,em,M,21.4,33.8
20396,nc,M,70.8,56.9
20397,nf,M,1.7,47.093822
20398,dh,M,36.52548,31.5
20399,gk,M,44.0,73.1
20400,bg,F,0.0,0.0
20401,mj,F,23.1,5.0
20402,mg,M,15.2,19.2
20403,nj,F,2.2,0.5
20404,fm,F,0.6,0.4
20405,ha,F,8.3,1.4
20406,nc,F,15.9,2.8
20407,mg,M,11.7,40.1
20408,bb,F,12.1,10.5
20409,ej,F,14.0,5.0
20410,hi,M,38.7,68.0
20411,mh,F,34.9,12.3
20412,ng,F,3.8,3.4
20413,jb,F,18.4,6.1
20414,ej,M,85.1,66.0
20415,lh,M,61.4,38.7
20416,aj,M,73.0,77.43677
20417,gn,F,33.1,16.2
20418,mk,F,27.7,23.8
20419,bi,M,35.1,69.2
20420,mk,M,42.3,0.5
20421,ka,M,0.5,63.0
20422,cd,F,15.6,7.8
20423,ee,M,55.4,34.9
20424,ke,M,15.6,59.815525
20425,dh,M,1.7,25.2
20426,ne,M,0.5359749,26.1
20427,fh,M,72.97138,82.8
20428,fj,M,87.19511,65.2
20429,da,F,4.5,1.3
20430,bj,F,1.1,0.1
20431,eh,F,5.8,0.6
20432,bf,F,1.7,0.7
20433,mj,F,2.3,1.6
20434,jm,M,19.8,27.7
20435,nd,F,21.5,2.4
20436,ie,F,1.3,0.3
20437,hl,M,11.0,71.5
20438,fj,F,60.9,11.8
20439,ml,M,0.6,0.5
20440,jl,M,8.992177,41.0
20441,hj,M,41.1,26.9
20442,la,F,7.3,0.3
20443,lf,M,51.8,28.8
20444,gb,M,73.4,7.5859756
20445,mc,F,20.3,6.5
20446,hl,F,3.9,0.2
20447,ie,F,28.7,2.9
20448,ig,F,2.3,1.7
20449,gh,F,19.0,4.0
20450,ib,M,74.9,24.3
20451,ff,M,45.2,52.5
20452,bm,M,23.9,36.3
20453,al,F,5.0,4.0
20454,fn,F,0.7,0.2
20455,hb,M,10.8,70.5
20456,na,F,20.7,5.1
20457,af,M,1.1,63.7
20458,hg,F,47.3,23.8
20459,dd,F,7.9,2.5
20460,ca,F,3.9,0.8
20461,ia,F,0.6,0.2
20462,im,M,62.9,71.8
20463,nf,M,51.9,9.5
20464,ki,F,5.1,4.2
20465,hh,M,48.1,64.5
20466,mk,M,11.4,3.1
20467,fe,F,4.5,4.1
20468,ec,M,5.3,90.6
20469,bm,F,39.0,2.4
20470,ja,M,65.8,97.317
20471,bi,F,15.7,8.2
20472,ff,F,82.4,63.5
20473,nl,F,9.3,2.2
20474,cd,M,92.2,48.9
20475,hl,M,8.3,76.9
20476,mm,M,13.4,12.4
20477,mc,F,63.7,50.0
20478,gi,F,46.4,18.8
20479,kk,F,16.6,5.1
20480,ln,M,0.4,57.9
20481,ck,F,18.5,10.4
20482,hn,M,28.29196,86.0
20483,gd,F,6.2,0.9
20484,dl,M,2.4,67.0
20485,cj,F,90.1,51.6
20486,kc,M,10.5,34.7
20487,kd,M,43.9,60.8
20488,aj,F,21.7,20.3
20489,de,M,30.9,17.174362
20490,hl,F,7.0,2.7
20491,be,M,16.6,62.5
20492,ik,F,33.4,29.7
20493,nm,M,86.4,82.3
20494,mi,F,37.0,5.6
20495,ag,F,9.6,5.5
20496,nc,F,28.4,0.9
20497,dk,M,33.490105,24.208015
20498,kb,F,82.7,52.9
20499,bh,M,4.4,36.2
20500,gj,M,16.1,32.7
20501,ba,F,34.4,13.6
20502,ji,F,24.0,15.7
20503,ca,F,16.0,14.6
20504,ei,M,52.7,58.5
20505,da,F,8.3,4.1
20506,da,M,80.908356,24.6
20507,hm,F,32.4,0.3
20508,nn,M,84.4,62.1
20509,lf,M,10.8,4.2
20510,hf,F,29.4,20.0
20511,an,F,25.3,24.8
20512,kd,M,0.2,67.2
20513,bn,F,2.8,1.1
20514,na,F,1.8,1.6
20515,ij,F,3.5,0.7
20516,ij,F,12.7,11.5
20517,jd,M,51.3,78.0
20518,ma,F,19.2,5.1
20519,bl,F,2.4,2.3
20520,ib,F,29.8,15.0
20521,dn,M,1.3,71.5
20522,ce,M,59.995625,29.251692
20523,le,F,21.5,0.9
20524,ie,M,3.7,45.910812
20525,gj,F,1.0,0.7
20526,lf,M,51.98955,99.1
20527,nd,F,14.8,12.7
20528,fa,M,7.8,70.2
20529,he,F,56.8,50.2
20530,df,M,91.9,39.9
20531,ak,M,0.1,11.8
20532,ff,M,38.1,62.0
20533,jm,F,80.2,61.8
20534,gd,M,27.5,60.53539
20535,il,M,47.5,78.1
20536,kk,F,35.9,24.5
20537,cn,F,8.6,6.8
20538,ni,M,74.9,21.556492
20539,ei,F,0.7,0.5
20540,nd,M,47.1,4.937573
20541,dl,M,91.9,5.785496
20542,bk,F,12.0,9.1
20543,cn,F,1.2,0.3
20544,ll,M,35.2,35.9
20545,ml,F,34.7,31.3
20546,fg,F,34.5,9.5
20547,cc,M,95.4,97.7
20548,ck,M,14.7,19.957212
20549,fc,M,33.6,67.8
20550,gb,M,59.4,57.827473
20551,lk,F,25.8,11.7
20552,jl,F,13.8,8.4
20553,gm,F,54.1,47.2
20554,hk,M,49.0,86.4
20555,ek,F,1.9,0.2
20556,lk,F,43.7,25.8
20557,ab,M,40.6,20.4
20558,he,M,2.9,29.6
20559,mf,F,11.6,8.0
20560,jc,F,10.2,3.0
20561,kc,M,1.7,68.2
20562,nh,M,1.5,0.7
20563,fg,M,10.9,3.2875218
20564,jd,F,10.4,7.1
20565,ed,F,36.5,16.8
20566,ci,M,23.3,53.5
20567,mm,M,83.7,11.7699175
20568,hd,M,31.7,21.2
20569,id,M,9.2,83.8
20570,ne,F,79.1,51.6
20571,ma,M,99.1,63.5
20572,ja,F,16.6,8.2
20573,hl,M,96.2,24.7
20574,ja,M,6.0,32.4
20575,lg,F,1.1,0.7
20576,lb,M,1.1,18.8
20577,ch,F,13.4,12.2
20578,id,M,20.1,8.4
20579,aj,F,3.4,1.3
20580,bb,M,20.429277,75.97925
20581,gg,M,12.3,16.2
20582,bb,F,6.6,4.1
20583,fc,F,57.0,24.6
20584,bj,M,26.2,21.5
20585,ge,M,4.8,54.3
20586,dc,M,25.0,0.7
20587,ak,M,1.7,28.9
20588,nn,F,1.4,0.1
20589,fb,F,25.4,2.5
20590,nc,F,0.6,0.2
20591,nn,M,70.8,94.7
20592,kf,M,7.8,69.5
20593,ea,M,1.4,17.3
20594,ek,F,37.4,13.3
20595,bl,F,42.9,23.7
20596,ii,F,6.9,3.6
20597,ej,F,9.3,6.2
20598,eg,M,0.6,64.1
20599,df,F,5.0,3.2
20600,cn,M,7.6,68.7
20601,aa,M,72.698364,95.15913
20602,nb,M,73.6,90.8
20603,ni,F,97.3,18.3
20604,kn,F,15.0,3.1
20605,bf,F,1.1,0.7
20606,na,F,32.2,4.0
20607,cd,F,12.7,11.6
20608,hk,F,0.4,0.2
20609,bi,F,16.4,4.9
20610,gk,F,7.6,3.0
20611,lm,M,3.4507322,20.2
20612,ek,F,25.8,18.4
20613,na,F,1.8,0.4
20614,nb,M,12.6,55.7
20615,nm,M,8.0,16.0
20616,hc,M,2.4,51.4
20617,fa,F,6.4,1.6
20618,ad,F,37.1,29.0
20619,kc,F,1.9,0.7
20620,dh,M,27.5,40.0
20621,bb,F,0.2,0.1
20622,ch,F,24.5,8.5
20623,la,M,66.1,94.9
20624,nh,M,87.582634,32.1
20625,nb,M,84.8,76.2
20626,df,F,4.4,2.9
20627,lb,M,64.9,91.0
20628,am,F,0.8,0.2
20629,ak,F,5.8,0.9
20630,fc,M,19.5,54.0
20631,ag,F,5.3,0.8
20632,jm,M,77.8,31.816227
20633,ec,F,19.1,11.9
20634,nm,M,84.097885,80.56301
20635,ga,F,41.1,24.6
20636,mb,M,11.0,26.6
20637,jg,F,4.6,0.8
20638,fd,M,15.5,16.3
20639,ca,F,6.6,2.9
20640,hi,F,58.3,2.4
20641,me,M,1.6,62.5
20642,nm,F,22.6,19.9
20643,ca,M,9.61489,24.0
20644,dk,F,24.9,6.3
20645,jb,M,57.4,36.7
20646,bk,F,0.2,0.1
20647,jn,M,11.915606,34.68133
20648,df,M,35.8,19.3
20649,mn,M,14.7,26.0
20650,eb,M,41.8,70.7
20651,hl,F,11.3,10.3
20652,dk,M,3.6,98.1
20653,bi,M,20.0,99.5
20654,ak,F,4.8,2.9
20655,jb,F,76.8,44.9
20656,ii,F,35.5,18.6
20657,jk,F,6.7,4.1
20658,hd,F,30.4,20.1
20659,jk,F,13.4,9.4
20660,ld,F,0.0,0.0
20661,cf,F,3.8,1.4
20662,dh,M,77.6,64.6
20663,la,F,11.6,4.9
20664,bb,M,4.8,9.5
20665,nh,F,1.7,0.1
20666,jb,F,8.5,2.7
20667,bk,M,12.6,9.405637
20668,lc,M,2.6,34.1
20669,gk,M,10.2,54.0
20670,ih,F,21.3,11.0
20671,ng,M,62.6,62.7
20672,ee,M,6.6,38.5
20673,gj,M,73.5,81.4
20674,gn,F,5.7,2.3
20675,bd,F,5.9,4.0
20676,dj,F,2.5,0.8
20677,ke,M,88.7,45.2
20678,de,F,1.1,0.2
20679,en,F,21.2,0.8
20680,fk,F,24.2,6.4
20681,gi,F,1.1,0.2
20682,lb,F,4.7,1.3
20683,ll,M,65.5,59.176403
20684,ka,M,4.6,23.2
20685,mk,F,33.9,12.6
20686,cn,M,67.29921,89.079155
20687,gj,F,21.7,16.4
20688,af,M,8.9,31.3
20689,cf,M,14.1,51.7
20690,cn,F,33.3,26.0
20691,jh,F,7.9,5.2
20692,aj,M,0.7,16.8
20693,fj,M,40.0,71.9
20694,eh,M,0.6,0.7
20695,gd,M,39.7,29.1
20696,de,M,3.7,58.3
20697,dj,F,13.5,5.1
20698,fb,M,67.8,80.1
20699,nn,F,8.8,8.2
20700,fh,M,91.65436,55.2
20701,in,F,8.3,7.0
20702,ai,M,4.7,33.5
20703,gi,M,41.5,42.60291
20704,mn,M,72.3,35.5
20705,gi,M,70.6,53.6
20706,hj,M,15.9,6.9
20707,ed,F,2.3,0.6
20708,km,M,5.1,10.1
20709,bj,F,36.9,20.2
20710,ic,M,4.6,30.3
20711,li,F,6.7,0.4
20712,li,M,77.4,18.550669
20713,dn,M,35.2,23.5
20714,aa,M,61.6,21.2
20715,mf,F,3.4,1.5
20716,lb,M,40.7,9.7
20717,gj,F,33.9,28.5
20718,la,F,0.2,0.2
20719,cj,M,15.2,53.1
20720,ig,F,1.6,0.4
20721,jg,F,24.3,11.8
20722,ji,M,23.6,8.3
20723,ce,F,12.4,10.8
20724,kj,F,37.4,7.4
20725,jl,M,63.0,76.39557
20726,dd,M,2.6,39.9
20727,hi,M,31.289839,81.9
20728,ga,M,58.0,13.4
20729,ai,F,7.2,7.1
20730,kj,F,21.8,1.6
20731,ng,F,31.8,30.4
20732,kg,F,6.7,2.4
20733,le,M,60.1,67.7
20734,ja,F,6.4,4.3
20735,hh,M,8.4,58.9
20736,fk,F,17.6,8.2
20737,gi,F,6.9,0.5
20738,kb,M,3.4,30.3
20739,ca,F,52.5,18.4
20740,cc,M,72.7,52.7
20741,jl,M,3.1,33.9
20742,jd,F,69.0,39.7
20743,dn,M,27.3,22.7
20744,ee,M,73.2,34.5
20745,ak,F,12.0,1.6
20746,gi,M,2.3,86.25366
20747,ne,F,14.5,0.8
20748,md,M,58.3,23.4
20749,ja,F,34.3,3.6
20750,gb,F,16.8,3.1
20751,dd,F,22.2,8.4
20752,ln,F,24.7,11.4
20753,jd,M,0.8,20.5
20754,dm,M,30.2,32.763836
20755,kg,F,40.8,22.1
20756,ge,F,16.3,11.6
20757,hj,F,16.0,3.4
20758,al,M,29.8,80.6
20759,kn,F,0.3,0.1
20760,fn,F,72.6,36.6
20761,mf,F,5.7,3.6
20762,ek,F,1.7,1.0
20763,ee,M,3.4,23.9
20764,jh,F,11.2,10.3
20765,ia,F,8.0,3.6
20766,ii,F,35.4,19.9
20767,fc,F,2.2,0.2
20768,mg,M,9.4,2.2
20769,kg,M,63.3,94.5301
20770,ej,F,13.9,11.3
20771,fd,M,13.8,60.8
20772,df,F,19.8,13.7
20773,kj,F,4.4,2.3
20774,mf,F,35.7,26.8
20775,lc,F,27.3,3.4
20776,bf,M,63.6,41.520313
20777,gb,F,27.5,9.9
20778,gj,F,1.6,1.1
20779,ed,F,3.6,0.3
20780,im,F,8.7,4.5
20781,bh,M,60.1,47.6
20782,cg,M,1.5,11.9
20783,am,F,5.8,4.6
